OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
416,8633d17a-86a3-437c-8d74-6ce4e0dc9544,2024-11-10T05:51:41.000Z,2024-11-10T05:51:46.000Z,8633d17a-86a3-437c-8d74-6ce4e0dc9544,Souvic,10-11-2024,70,11:19,Coconut,18.459823,73.856383,2,2041441,379244,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8633d17a-86a3-437c-8d74-6ce4e0dc9544_1731217860.jpg,,Looks Good ,no,moderate,Now no coconut is seen
417,b0f9c72b-aa90-4325-9144-1d5a8f89491b,2024-11-10T05:51:34.000Z,2024-11-10T06:22:01.000Z,b0f9c72b-aa90-4325-9144-1d5a8f89491b,Archana Kokare,10-11-2024,15,11:20,White cedar,18.459827,73.853461,4,2041443,378936,43Q,7,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b0f9c72b-aa90-4325-9144-1d5a8f89491b_1731217877.jpg,,Looks Good ,no,moderate,
418,a875e1c1-331a-4ec8-8d5b-903c4232c478,2024-11-10T05:51:34.000Z,2024-11-10T05:55:01.000Z,a875e1c1-331a-4ec8-8d5b-903c4232c478,Shailesh Kumar,10-11-2024,45,11:18,Eucalyptus,18.456849,73.854676,13,2041113,379062,43Q,28,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a875e1c1-331a-4ec8-8d5b-903c4232c478_1731217859.jpg,,Looks Good ,no,sparse,
419,eac28566-52a1-40dd-b7d6-e4aea0e6ada6,2024-11-10T05:51:23.000Z,2024-11-10T06:26:10.000Z,eac28566-52a1-40dd-b7d6-e4aea0e6ada6,Supriya Dipak Bakal,10-11-2024,40,11:19,Palm tree,18.457814,73.85573,4,2041219,379174,43Q,15,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=eac28566-52a1-40dd-b7d6-e4aea0e6ada6_1731217869.jpg,,Looks Good ,no,Dense,
420,edaa5258-fa5b-408f-8e32-8fa242048d69,2024-11-10T05:51:18.000Z,2024-11-10T06:20:51.000Z,edaa5258-fa5b-408f-8e32-8fa242048d69,Nitin,10-11-2024,15,11:20,Mango,18.460155,73.85611,4,2041478,379216,43Q,2,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=edaa5258-fa5b-408f-8e32-8fa242048d69_1731217860.jpg,,looks dry ,no,moderate,
421,e7ab0ab9-2a41-4ae8-b6bd-bb3f3081696c,2024-11-10T05:50:53.000Z,2024-11-10T06:20:59.000Z,e7ab0ab9-2a41-4ae8-b6bd-bb3f3081696c,Anoop kumar,10-11-2024,60,11:18,Acacia,18.459835,73.853699,2,2041444,378961,43Q,15,Exotic ,Deciduous ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e7ab0ab9-2a41-4ae8-b6bd-bb3f3081696c_1731217790.jpg,,Looks Good ,no,moderate,Flowers seen
422,fdc33436-ed12-47e5-9647-49f1754de4ae,2024-11-10T05:50:29.000Z,2024-11-10T06:22:17.000Z,fdc33436-ed12-47e5-9647-49f1754de4ae,Lakshita,10-11-2024,50,11:17,Mango,18.461325,73.852673,3,2041610,378854,43Q,5,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fdc33436-ed12-47e5-9647-49f1754de4ae_1731217816.jpg,,Looks Good ,no,Dense,
423,59db9ab1-e619-44c1-810b-ebbc8c5d1b82,2024-11-10T05:50:25.000Z,2024-11-10T06:20:48.000Z,59db9ab1-e619-44c1-810b-ebbc8c5d1b82,Gayatri Deshpande,10-11-2024,156,11:18,African palm,18.459763,73.857124,5,2041434,379323,43Q,17,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=59db9ab1-e619-44c1-810b-ebbc8c5d1b82_1731217789.jpg,,Looks Good ,no,moderate,No
424,1444ff88-520a-42f9-adea-165dec802be6,2024-11-10T05:49:47.000Z,2024-11-11T03:46:48.000Z,1444ff88-520a-42f9-adea-165dec802be6,Namala charanya,10-11-2024,40,11:18,Areca palm,18.457809,73.855652,4,2041219,379166,43Q,10,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1444ff88-520a-42f9-adea-165dec802be6_1731217757.jpg,,Looks Good ,no,moderate,
425,29af51dc-12ad-469a-b5d9-52acf80e39c9,2024-11-10T05:49:39.000Z,2024-11-10T05:49:46.000Z,29af51dc-12ad-469a-b5d9-52acf80e39c9,Rohit kumbhar,10-11-2024,180,11:18,Rain tree,18.456951,73.854703,8,2041124,379065,43Q,32,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=29af51dc-12ad-469a-b5d9-52acf80e39c9_1731217760.jpg,,Looks Good ,no,Dense,Good
426,f73d6d10-de81-48c1-af3d-1a63e4a2acad,2024-11-10T05:49:33.000Z,2024-11-10T07:17:43.000Z,f73d6d10-de81-48c1-af3d-1a63e4a2acad,Yogesh,10-11-2024,80,11:17,Indian badam,18.459879,73.853651,4,2041449,378956,43Q,14,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f73d6d10-de81-48c1-af3d-1a63e4a2acad_1731217755.jpg,,Looks Good ,no,moderate,
427,200f4368-44a2-449a-a57e-6fcb4a97e3b5,2024-11-10T05:49:19.000Z,2024-11-10T07:40:21.000Z,200f4368-44a2-449a-a57e-6fcb4a97e3b5,Manisha,10-11-2024,50,11:15,Badam(Indian almond),18.461299,73.852741,4,2041607,378861,43Q,10,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=200f4368-44a2-449a-a57e-6fcb4a97e3b5_1731217719.jpg,,looks dry ,no,moderate,Taller than usual.
428,79536f1e-75c9-499f-9008-9b63c851353a,2024-11-10T05:49:18.000Z,2024-11-10T06:20:48.000Z,79536f1e-75c9-499f-9008-9b63c851353a,Nitin,10-11-2024,12,11:18,Neem,18.46017,73.856128,4,2041479,379218,43Q,9,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=79536f1e-75c9-499f-9008-9b63c851353a_1731217736.jpg,,Looks Good ,no,sparse,
429,dfa24a9e-7e3f-40c5-b763-066e8c641ccb,2024-11-10T05:49:08.000Z,2024-11-10T06:22:19.000Z,dfa24a9e-7e3f-40c5-b763-066e8c641ccb,Ketki Adkar,10-11-2024,150,11:15,Tropical Almond,18.460828,73.852723,14,2041555,378859,43Q,8,Exotic ,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=dfa24a9e-7e3f-40c5-b763-066e8c641ccb_1731217725.jpg,,Looks Good ,Yes,Dense,
430,536a72bf-50d5-4a6c-86e6-2e0100a4b0c8,2024-11-10T05:48:37.000Z,2024-11-10T06:05:32.000Z,536a72bf-50d5-4a6c-86e6-2e0100a4b0c8,Sireesha,10-11-2024,25,11:16,Indian Almond,18.459909,73.853576,6,2041452,378948,43Q,20,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=536a72bf-50d5-4a6c-86e6-2e0100a4b0c8_1731217702.jpg,,Looks Good ,no,Dense,
431,2ec0e2da-1259-461c-98e9-f2277ebb1cd5,2024-11-10T05:48:32.000Z,2024-11-10T05:48:46.000Z,2ec0e2da-1259-461c-98e9-f2277ebb1cd5,Trupti Pundekar,10-11-2024,112,11:16,Rain Tree,18.457177,73.854576,15,2041149,379052,43Q,125,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2ec0e2da-1259-461c-98e9-f2277ebb1cd5_1731217677.jpg,,Looks Good ,no,moderate,Durable
432,5c0985b0-a9a6-4689-aa41-6afc420d4a76,2024-11-10T05:48:30.000Z,2024-11-10T05:48:46.000Z,5c0985b0-a9a6-4689-aa41-6afc420d4a76,Dattatraya Chaudhari,10-11-2024,90,11:17,Palm Tree,18.457094,73.854642,4,2041140,379059,43Q,68,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5c0985b0-a9a6-4689-aa41-6afc420d4a76_1731217686.jpg,,Looks Good ,no,sparse,
433,c3da3977-d9f9-43e0-8276-1efe9039e4ef,2024-11-10T05:47:59.000Z,2024-11-10T06:26:08.000Z,c3da3977-d9f9-43e0-8276-1efe9039e4ef,Supriya Dipak Bakal,10-11-2024,55,11:16,Unknown,18.457793,73.855522,4,2041217,379152,43Q,17,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c3da3977-d9f9-43e0-8276-1efe9039e4ef_1731217666.jpg,,Looks Good ,no,Dense,
434,198727d1-7af8-456b-bbf0-2f245166f67f,2024-11-10T05:47:56.000Z,2024-11-10T05:48:03.000Z,198727d1-7af8-456b-bbf0-2f245166f67f,Souvic,10-11-2024,200,11:13,Benth,18.459996,73.856349,7,2041460,379241,43Q,20,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=198727d1-7af8-456b-bbf0-2f245166f67f_1731217652.jpg,,Looks Good ,Yes,Dense,Nil
435,719a01a0-b95d-4575-83c8-c270bd7411e7,2024-11-10T05:47:20.000Z,2024-11-10T06:20:45.000Z,719a01a0-b95d-4575-83c8-c270bd7411e7,Gayatri Deshpande,10-11-2024,160,11:15,African Palm Tree,18.459697,73.857124,4,2041426,379323,43Q,170,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=719a01a0-b95d-4575-83c8-c270bd7411e7_1731217612.jpg,,Looks Good ,no,moderate,Garbage around tree
436,54fda061-72e8-467a-b6b0-5987c984df51,2024-11-10T05:47:16.000Z,2024-11-10T06:22:14.000Z,54fda061-72e8-467a-b6b0-5987c984df51,Lakshita,10-11-2024,40,11:11,Karanj,18.461288,73.852518,7,2041606,378837,43Q,3,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=54fda061-72e8-467a-b6b0-5987c984df51_1731217606.jpg,,infested with insects ,no,moderate,
437,2cbcec5f-5c1a-4271-93e5-2da0f7e45624,2024-11-10T05:46:28.000Z,2024-11-10T06:12:48.000Z,2cbcec5f-5c1a-4271-93e5-2da0f7e45624,Vijay bohra,10-11-2024,20,11:14,Gulmohar,18.4579,73.855483,4,2041229,379148,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2cbcec5f-5c1a-4271-93e5-2da0f7e45624_1731217562.jpg,,Looks Good ,no,Dense,Nil
438,faad64ff-afc9-427f-a7ce-c47048479705,2024-11-10T05:46:27.000Z,2024-11-10T05:46:37.000Z,faad64ff-afc9-427f-a7ce-c47048479705,Rohit kumbhar,10-11-2024,75,11:15,Rain tree,18.457173,73.854739,4,2041149,379069,43Q,15,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=faad64ff-afc9-427f-a7ce-c47048479705_1731217566.jpg,,Looks Good ,no,Dense,Good condition
439,85c28916-7aa6-4291-a515-1c643a3bb4e6,2024-11-10T05:46:26.000Z,2024-11-11T03:46:46.000Z,85c28916-7aa6-4291-a515-1c643a3bb4e6,Namala charanya,10-11-2024,30,11:14,Areca palm,18.457832,73.855491,4,2041221,379149,43Q,10,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=85c28916-7aa6-4291-a515-1c643a3bb4e6_1731217562.jpg,,Looks Good ,no,sparse,
440,ace61f7b-ce58-494a-a45b-4f228244e45c,2024-11-10T05:46:08.000Z,2024-11-10T05:46:16.000Z,ace61f7b-ce58-494a-a45b-4f228244e45c,Shailesh Kumar,10-11-2024,95,11:15,Palm,18.456946,73.854627,9,2041124,379057,43Q,25,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=ace61f7b-ce58-494a-a45b-4f228244e45c_1731217549.jpg,,Looks Good ,no,sparse,
441,c94d9576-469d-4703-9e4a-6fd394ae4e16,2024-11-10T05:45:54.000Z,2024-11-10T07:52:58.000Z,c94d9576-469d-4703-9e4a-6fd394ae4e16,Vaishnavi Malpani,06-04-2000,39,11:14,Palm Tree,18.457802,73.855526,4,2041218,379152,43Q,34,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c94d9576-469d-4703-9e4a-6fd394ae4e16_1731217508.jpg,,Looks Good ,no,moderate,
442,c73e8c6c-cfc9-4533-8963-d70b733e12c2,2024-11-10T05:45:36.000Z,2024-11-10T05:45:48.000Z,c73e8c6c-cfc9-4533-8963-d70b733e12c2,Sireesha,10-11-2024,15,11:12,American Sumac,18.459833,73.853437,20,2041444,378933,43Q,20,Exotic ,Deciduous ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c73e8c6c-cfc9-4533-8963-d70b733e12c2_1731217512.jpg,,Looks Good ,no,moderate,
443,cb13dd74-2662-47c1-837e-fd43b5166fdd,2024-11-10T05:45:29.000Z,2024-11-10T07:17:41.000Z,cb13dd74-2662-47c1-837e-fd43b5166fdd,Yogesh,10-11-2024,20,11:13,Badam Tree,18.459808,73.853216,3,2041441,378910,43Q,7,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=cb13dd74-2662-47c1-837e-fd43b5166fdd_1731217498.jpg,,Looks Good ,no,sparse,
444,5ca248ea-c88c-4d50-b942-58773def23dc,2024-11-10T05:44:56.000Z,2024-11-10T06:20:43.000Z,5ca248ea-c88c-4d50-b942-58773def23dc,Sakshika Gupta,10-11-2024,5,11:09,Anthocephalis Indicus,18.459709,73.857182,5,2041428,379329,43Q,5,Exotic ,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5ca248ea-c88c-4d50-b942-58773def23dc_1731217456.jpg,,infested with insects ,no,sparse,
445,bddbf970-197b-4da5-9958-e9a43b2f4536,2024-11-10T05:44:36.000Z,2024-11-10T06:26:06.000Z,bddbf970-197b-4da5-9958-e9a43b2f4536,Supriya Dipak Bakal,10-11-2024,45,11:13,Gulmohar tree,18.457788,73.855456,4,2041216,379145,43Q,15,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bddbf970-197b-4da5-9958-e9a43b2f4536_1731217462.jpg,,Looks Good ,no,Dense,
446,0ce6c48b-4d1a-4723-ae70-315bb29c2369,2024-11-10T05:44:34.000Z,2024-11-10T05:44:43.000Z,0ce6c48b-4d1a-4723-ae70-315bb29c2369,Trupti Pundekar,10-11-2024,195,11:12,Rain tree,18.457205,73.854651,22,2041152,379060,43Q,30,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0ce6c48b-4d1a-4723-ae70-315bb29c2369_1731217438.jpg,,Looks Good ,no,moderate,Healthy tree
447,f5aa4270-cc46-4bcc-8350-5d54de1d354b,2024-11-10T05:44:11.000Z,2024-11-10T06:20:58.000Z,f5aa4270-cc46-4bcc-8350-5d54de1d354b,Anoop kumar,10-11-2024,50,11:12,Indian Almond,18.459832,73.853698,3,2041444,378961,43Q,15,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f5aa4270-cc46-4bcc-8350-5d54de1d354b_1731217416.jpg,,Looks Good ,no,Dense,Two crows are sitting
448,495be776-b262-4add-baf5-0c1a536a1467,2024-11-10T05:44:02.000Z,2024-11-10T05:44:10.000Z,495be776-b262-4add-baf5-0c1a536a1467,Rohit kumbhar,10-11-2024,180,11:11,Rain tree,18.45726,73.854646,5,2041158,379059,43Q,30,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=495be776-b262-4add-baf5-0c1a536a1467_1731217374.jpg,,Looks Good ,no,Dense,Crow setting
449,e3d48b0f-5389-431d-a4fa-b716cf8667c1,2024-11-10T05:43:46.000Z,2024-11-10T05:43:52.000Z,e3d48b0f-5389-431d-a4fa-b716cf8667c1,Shailesh Kumar,10-11-2024,95,11:12,Palm,18.457056,73.854725,6,2041136,379067,43Q,25,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e3d48b0f-5389-431d-a4fa-b716cf8667c1_1731217407.jpg,,Looks Good ,no,sparse,
450,9901d831-3314-4fe6-8fa9-d575bda5b635,2024-11-10T05:43:44.000Z,2024-11-10T06:22:17.000Z,9901d831-3314-4fe6-8fa9-d575bda5b635,Ketki Adkar,10-11-2024,140,11:12,Kadu Limb,18.460838,73.852859,5,2041556,378873,43Q,12,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9901d831-3314-4fe6-8fa9-d575bda5b635_1731217391.jpg,,Looks Good ,Yes,moderate,
451,f8cfb5ed-c815-46a9-adb6-987f99db6326,2024-11-10T05:43:16.000Z,2024-11-10T07:40:19.000Z,f8cfb5ed-c815-46a9-adb6-987f99db6326,Manisha,10-11-2024,60,11:08,ficus religiosa (Peepul),18.461237,73.85277,4,2041600,378864,43Q,9,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f8cfb5ed-c815-46a9-adb6-987f99db6326_1731217291.jpg,,infested with insects ,no,moderate,It looks thiner than usually found Peepul tree.
452,426301e7-2020-43c2-b356-c0a1da30ce43,2024-11-10T05:42:53.000Z,2024-11-10T05:42:59.000Z,426301e7-2020-43c2-b356-c0a1da30ce43,Souvic,10-11-2024,90,11:07,Gulmohor,18.459957,73.856401,6,2041456,379246,43Q,20,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=426301e7-2020-43c2-b356-c0a1da30ce43_1731217350.jpg,,Looks Good ,Yes,Dense,Nil
453,47fc33f7-d465-4c81-b4de-074d7ca8f5d7,2024-11-10T05:42:51.000Z,2024-11-10T06:22:52.000Z,47fc33f7-d465-4c81-b4de-074d7ca8f5d7,Archana Kadam,10-11-2024,50,11:10,Peepal Tree,18.460799,73.852652,14,2041551,378851,43Q,6,Native,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=47fc33f7-d465-4c81-b4de-074d7ca8f5d7_1731217308.jpg,,infested with insects ,no,Dense,
454,d98e1a90-4efa-4eae-b75f-282297cbc4c7,2024-11-10T05:42:40.000Z,2024-11-10T06:26:04.000Z,d98e1a90-4efa-4eae-b75f-282297cbc4c7,Supriya Dipak Bakal,10-11-2024,20,11:10,Gulmohar tree,18.457751,73.855402,4,2041212,379139,43Q,14,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d98e1a90-4efa-4eae-b75f-282297cbc4c7_1731217329.jpg,,Looks Good ,no,Dense,
455,192dfca3-470f-4c3e-aeb9-4935dd2060c5,2024-11-10T05:42:37.000Z,2024-11-10T06:20:46.000Z,192dfca3-470f-4c3e-aeb9-4935dd2060c5,Nitin,10-11-2024,5,11:10,Not known,18.460108,73.856347,4,2041472,379241,43Q,3,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=192dfca3-470f-4c3e-aeb9-4935dd2060c5_1731217336.jpg,,Looks Good ,no,sparse,
456,6eb6f0e2-ccf3-4b12-af25-7e75cec40002,2024-11-10T05:42:08.000Z,2024-11-10T07:52:55.000Z,6eb6f0e2-ccf3-4b12-af25-7e75cec40002,Vaishnavi Malpani,06-04-2000,36,11:10,PalmTree,18.457837,73.855344,4,2041222,379133,43Q,38,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6eb6f0e2-ccf3-4b12-af25-7e75cec40002_1731217305.jpg,,looks dry ,no,moderate,
457,32db81f0-d593-4ed2-b94d-53291578bbf3,2024-11-10T05:41:40.000Z,2024-11-10T05:41:49.000Z,32db81f0-d593-4ed2-b94d-53291578bbf3,Shailesh Kumar,10-11-2024,30,11:09,Palm,18.457137,73.854631,5,2041145,379058,43Q,25,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=32db81f0-d593-4ed2-b94d-53291578bbf3_1731217285.jpg,,Looks Good ,no,sparse,
458,f3b06528-c86a-486d-8400-b1bf93c8f290,2024-11-10T05:41:38.000Z,2024-11-10T06:22:14.000Z,f3b06528-c86a-486d-8400-b1bf93c8f290,Ketki Adkar,10-11-2024,150,11:10,Kadu Limb,18.460817,73.852889,4,2041553,378876,43Q,2,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f3b06528-c86a-486d-8400-b1bf93c8f290_1731217279.jpg,,Looks Good ,no,sparse,
459,603039b2-99f0-454d-b5f0-52d19333ca9a,2024-11-10T05:41:18.000Z,2024-11-10T06:21:59.000Z,603039b2-99f0-454d-b5f0-52d19333ca9a,Archana Kokare,10-11-2024,12,11:10,Abc,18.459922,73.853005,4,2041454,378888,43Q,9,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=603039b2-99f0-454d-b5f0-52d19333ca9a_1731217262.jpg,,Looks Good ,no,moderate,
460,97a29ad6-df92-456d-bd99-5d61407f8f0f,2024-11-10T05:41:16.000Z,2024-11-10T07:33:21.000Z,97a29ad6-df92-456d-bd99-5d61407f8f0f,Vijay bohra,10-11-2024,45,11:08,Aakash neem,18.457913,73.855388,4,2041230,379138,43Q,12,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=97a29ad6-df92-456d-bd99-5d61407f8f0f_1731217239.jpg,,Looks Good ,no,Dense,Nil
461,6e46518c-2cbb-4f64-af55-b79a118cecf2,2024-11-10T05:41:10.000Z,2024-11-11T03:46:44.000Z,6e46518c-2cbb-4f64-af55-b79a118cecf2,Namala charanya,10-11-2024,50,11:08,Gulmohar,18.457764,73.855443,4,2041214,379144,43Q,15,Exotic ,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6e46518c-2cbb-4f64-af55-b79a118cecf2_1731217242.jpg,,Looks Good ,no,Dense,
462,7e42ae46-5975-4a3d-91ad-f010bb3eff15,2024-11-10T05:40:59.000Z,2024-11-10T05:41:38.000Z,7e42ae46-5975-4a3d-91ad-f010bb3eff15,Sireesha,10-11-2024,15,11:07,eucalyptus,18.459864,73.853131,3,2041448,378901,43Q,15,Exotic ,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7e42ae46-5975-4a3d-91ad-f010bb3eff15_1731217147.jpg,,Looks Good ,no,sparse,NA
463,dcf128c5-2e36-45ab-8f4b-5f62003b6ffa,2024-11-10T05:40:52.000Z,2024-11-10T06:22:11.000Z,dcf128c5-2e36-45ab-8f4b-5f62003b6ffa,Lakshita,10-11-2024,80,11:06,Siris Tree,18.461353,73.852583,2,2041613,378844,43Q,4,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=dcf128c5-2e36-45ab-8f4b-5f62003b6ffa_1731217235.jpg,,Looks Good ,no,sparse,
464,f21aa907-83a6-42c1-8422-68ced7174048,2024-11-10T05:40:10.000Z,2024-11-10T05:43:50.000Z,f21aa907-83a6-42c1-8422-68ced7174048,Dattatraya Chaudhari,10-11-2024,215,11:07,Sirish,18.457169,73.854618,4,2041148,379056,43Q,80,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f21aa907-83a6-42c1-8422-68ced7174048_1731217197.jpg,,Looks Good ,Yes,Dense,
465,5e22e404-87e6-4d85-94c5-1c9e08222f30,2024-11-10T05:39:54.000Z,2024-11-10T05:40:07.000Z,5e22e404-87e6-4d85-94c5-1c9e08222f30,Trupti Pundekar,10-11-2024,60,11:04,Gulmohar,18.457339,73.854658,11,2041167,379061,43Q,125,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5e22e404-87e6-4d85-94c5-1c9e08222f30_1731217150.jpg,,Looks Good ,no,moderate,Good healthy
466,f318fc44-05eb-4502-8e19-0cbf0cfe9177,2024-11-10T05:39:28.000Z,2024-11-10T06:20:43.000Z,f318fc44-05eb-4502-8e19-0cbf0cfe9177,Nitin,10-11-2024,12,11:05,Not known,18.459973,73.856404,3,2041457,379247,43Q,25,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f318fc44-05eb-4502-8e19-0cbf0cfe9177_1731217143.jpg,,Looks Good ,Yes,Dense,
